id,timestamp,circles
26201,1398855274.5657456,[{'idp': 1, 'x': 4.25, 'y': 0.8749999999999991, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 4.416666666666666, 'y': 1.6666666666666674, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 9.25, 'y': 0.541666666666667, 'r': 0.3999999999999999, 'type': 1}]
26852,1398855290.8616672,[{'idp': 15, 'x': 0.8927795922167436, 'y': -1.8826677591599228, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.5783514234702696, 'y': 4.665076025618653, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.6021423615441672, 'y': 1.9873286922445588, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.5524495163194003, 'y': 1.392018336847607, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.1749670767365523, 'y': 0.7173893385213659, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.259302761192294, 'y': 0.25094773633539846, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 2.188364938431895, 'y': -2.0335041246620267, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.9547234201872894, 'y': -1.6090018495448077, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 4.935317321012096, 'y': -1.4025694840095548, 'r': 0.3999999999999999, 'type': 1}]
26853,1398855290.867502,[{'idp': 15, 'x': 0.8912998191564592, 'y': -1.9017864476619684, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.563475106228784, 'y': 4.64506619463251, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.596198740880996, 'y': 1.9843802833960855, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.5502658919462227, 'y': 1.381950963783427, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.1733291989940837, 'y': 0.7172661813723757, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.262845668832858, 'y': 0.2512208197723953, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 2.185188615471463, 'y': -2.0576649396033373, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.9453752146292653, 'y': -1.6052253175737963, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 4.930315204454335, 'y': -1.4012732024221075, 'r': 0.3999999999999999, 'type': 1}]
26854,1398855290.9057457,[{'idp': 15, 'x': 0.8902487206462828, 'y': -1.9213916889851124, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.5437152498975566, 'y': 4.6393655985450355, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.580630924862427, 'y': 1.986867923393003, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.551887819910069, 'y': 1.38233690660712, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.168828843941718, 'y': 0.7238304146789365, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.25309007415112, 'y': 0.25021570740603627, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 2.1719719513980773, 'y': -2.0762118489720027, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.93882660338041, 'y': -1.602527359343363, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 4.9268185403234295, 'y': -1.4001631362923017, 'r': 0.3999999999999999, 'type': 1}]
26855,1398855290.945675,[{'idp': 15, 'x': 0.8878272810618171, 'y': -1.9749269820675874, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.5439586017164437, 'y': 4.618529783754653, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.5721621311943075, 'y': 2.002454361823398, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.5357736408769203, 'y': 1.385143088037506, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.1611867126966953, 'y': 0.7291276134792657, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.238149533727031, 'y': 0.2686089710416151, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 2.1706515637149004, 'y': -2.0946832446482153, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.938868483448077, 'y': -1.6026454517218625, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 4.92807319302478, 'y': -1.3892367253936655, 'r': 0.3999999999999999, 'type': 1}]
26856,1398855290.9457064,[{'idp': 15, 'x': 0.8781830750508668, 'y': -1.9763572112732353, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.5222796189694527, 'y': 4.61115046472367, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.5572007460697486, 'y': 1.9829747053130387, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.5350299296849563, 'y': 1.394032128981506, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.152547037502895, 'y': 0.7263310316926352, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.233870589508728, 'y': 0.2681619577480854, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 2.158272666448562, 'y': -2.1153981585049397, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.938085571130625, 'y': -1.6021393410690943, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 4.915075892771965, 'y': -1.3857619195971782, 'r': 0.3999999999999999, 'type': 1}]
26857,1398855290.9857368,[{'idp': 15, 'x': 0.874926748510414, 'y': -2.0021029082449138, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.513733995884707, 'y': 4.599593440082503, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.5705605512421057, 'y': 1.9904575830798565, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.5261197519626086, 'y': 1.3908089076783425, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.1462378570004046, 'y': 0.7255809986060013, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.225681223659223, 'y': 0.267803106569251, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 2.14921110239374, 'y': -2.1346185847583063, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.9208525961614926, 'y': -1.605265477119775, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 4.909210768447927, 'y': -1.3953660912965915, 'r': 0.3999999999999999, 'type': 1}]
26858,1398855290.993199,[{'idp': 15, 'x': 0.8554477655760895, 'y': -2.028604251589088, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.5023792842122425, 'y': 4.58459680506313, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.5479206892407666, 'y': 1.9777018768464871, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.5201829026670883, 'y': 1.3879711141403472, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.1388236837881145, 'y': 0.7241289461461076, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.2358157808892605, 'y': 0.24930865802995195, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 2.1451210122896502, 'y': -2.174117851903544, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.910409007300093, 'y': -1.6110195534106875, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 4.913541326596526, 'y': -1.3962863531188818, 'r': 0.3999999999999999, 'type': 1}]
26859,1398855291.029742,[{'idp': 15, 'x': 0.865512725636437, 'y': -2.0989569474431127, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.4922350376941846, 'y': 4.570800113441629, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.547149160279699, 'y': 1.9883070326158836, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.5065289881373785, 'y': 1.38256152170517, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.1217916083419595, 'y': 0.7195138913102839, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.22164627959547, 'y': 0.2484981571451228, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 2.1412525798413573, 'y': -2.207802259414721, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.8913484672906784, 'y': -1.6127833390302027, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 4.880847626742153, 'y': -1.4102526820629924, 'r': 0.3999999999999999, 'type': 1}]
26860,1398855291.0697536,[{'idp': 15, 'x': 0.8757645755763033, 'y': -2.175796822475454, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.477505857026113, 'y': 4.550992381332961, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.5430347444097965, 'y': 1.9951239916943853, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.493273792596865, 'y': 1.3863581050229157, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.119385247529445, 'y': 0.726686992948995, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.204833984238368, 'y': 0.25714901657116096, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 2.130630255415842, 'y': -2.215424374256333, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.8830239146839673, 'y': -1.6093639618839928, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 4.8746761544682915, 'y': -1.4087969783912335, 'r': 0.3999999999999999, 'type': 1}]
26861,1398855291.1098053,[{'idp': 15, 'x': 0.8790722480606172, 'y': -2.2104995349388323, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.454782574414208, 'y': 4.5414801121481485, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.518504869251302, 'y': 1.981775869084601, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.48555718547384, 'y': 1.3920438990824047, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.1097942184207406, 'y': 0.7244554429354544, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.184932530102838, 'y': 0.26506587343621213, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 2.122486821562759, 'y': -2.2454323659360065, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.874163213207469, 'y': -1.6055773888288205, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 4.882682783186583, 'y': -1.3993146000249557, 'r': 0.3999999999999999, 'type': 1}]
26862,1398855291.1098478,[{'idp': 15, 'x': 0.8794963109040488, 'y': -2.2550882672606907, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.4314727247281374, 'y': 4.510636764030888, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.5146687220197137, 'y': 1.9876141177805051, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.4733747037668694, 'y': 1.3872838410502997, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.1028234911245467, 'y': 0.7225843266757259, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.201223061104587, 'y': 0.266415804472695, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 2.108979817780019, 'y': -2.2699624884879412, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.86357206000411, 'y': -1.6112952124586444, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 4.868281334284516, 'y': -1.406617205074192, 'r': 0.3999999999999999, 'type': 1}]
26863,1398855291.1498067,[{'idp': 15, 'x': 0.8740797607173811, 'y': -2.2847912869425233, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.42316273927447, 'y': 4.499368371839088, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.5116583771613663, 'y': 1.9974462298371076, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.4722288841499616, 'y': 1.3866302465735791, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.1006020022410574, 'y': 0.7225286506753137, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.1827783390857025, 'y': 0.2557758734761628, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 2.0846227909176385, 'y': -2.29369194381283, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.8532034759192846, 'y': -1.616865994331207, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 4.871783741720563, 'y': -1.4074059124641314, 'r': 0.3999999999999999, 'type': 1}]
26864,1398855291.149831,[{'idp': 15, 'x': 0.870854050145895, 'y': -2.3250143579659777, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.4100726652534785, 'y': 4.481939727408357, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.500486234443556, 'y': 2.01277723709939, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.4637648638809404, 'y': 1.3830942026690818, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.0879914713135226, 'y': 0.7196393998408257, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.168251385431274, 'y': 0.264355700398875, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 2.0727900729266957, 'y': -2.3197564487788105, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.838905962595789, 'y': -1.610765606288992, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 4.861464686645407, 'y': -1.404695848347216, 'r': 0.3999999999999999, 'type': 1}]
26865,1398855291.189706,[{'idp': 15, 'x': 0.8696176576012982, 'y': -2.35259411052982, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.3851547772308677, 'y': 4.469162296643605, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.500209233978706, 'y': 1.991559125148561, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.4614429161886995, 'y': 1.3999548291724007, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.0733139020519706, 'y': 0.7305271217290743, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.164020801492303, 'y': 0.263862691022696, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 2.0766442281776976, 'y': -2.33322554941119, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.832202559651352, 'y': -1.6077124830290612, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 4.847870884385568, 'y': -1.40071543457288, 'r': 0.3999999999999999, 'type': 1}]
26866,1398855291.1932242,[{'idp': 15, 'x': 0.8664648756594961, 'y': -2.394079335266286, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.372941314369984, 'y': 4.452788246741828, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.479996626964481, 'y': 1.98860726157144, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.444826845996327, 'y': 1.3931562587590185, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.0664072137670884, 'y': 0.7287184935954683, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.177790005238924, 'y': 0.26471334992000495, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 2.0535553635755477, 'y': -2.369905495012529, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.820961245760972, 'y': -1.6032562360830849, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 4.845877024062197, 'y': -1.4001089085379193, 'r': 0.3999999999999999, 'type': 1}]
26867,1398855291.2297409,[{'idp': 15, 'x': 0.8655642779699524, 'y': -2.4262459742205666, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.354538000098437, 'y': 4.428112509531534, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.4803938295242998, 'y': 1.9884634492115172, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.439108296612372, 'y': 1.390840429137321, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.0626311707266285, 'y': 0.7274609382587238, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.155742743298783, 'y': 0.26329847740987455, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 2.0271964499803063, 'y': -2.370415106790352, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.8139768612971237, 'y': -1.6100015263661704, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 4.839459368241011, 'y': -1.3983080093216393, 'r': 0.3999999999999999, 'type': 1}]
26868,1398855291.26971,[{'idp': 15, 'x': 0.8574078701492982, 'y': -2.456621088551203, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.3383855087541425, 'y': 4.406659303017603, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.4739242849081076, 'y': 1.995944140224486, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.4381460256466423, 'y': 1.3820222266238114, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.057763590351956, 'y': 0.726512930507972, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.144769122505001, 'y': 0.2626091590820345, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 1.9669020113022584, 'y': -2.354115856633957, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.789769834248289, 'y': -1.5994707635357863, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 4.845878788201343, 'y': -1.3998037928651008, 'r': 0.3999999999999999, 'type': 1}]
26869,1398855291.26974,[{'idp': 15, 'x': 0.8494396569357243, 'y': -2.4854000862642844, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.3291760263338332, 'y': 4.394462773882825, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.4903307163469743, 'y': 2.004377938189681, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.4253283906988163, 'y': 1.3852771030308753, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.044421135111488, 'y': 0.723224029661087, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.14845303710093, 'y': 0.2629937750021094, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 1.9554045856832336, 'y': -2.361727846146705, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.7900523649364937, 'y': -1.6195232946674198, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 4.815915319008813, 'y': -1.4141794960097298, 'r': 0.3999999999999999, 'type': 1}]
26870,1398855291.3098204,[{'idp': 15, 'x': 0.8424344501655012, 'y': -2.5002256322438754, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.3065044110307884, 'y': 4.36477909463423, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.458803989496959, 'y': 1.98785721517579, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.415679422235256, 'y': 1.399061202380567, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.0432593785988638, 'y': 0.7228811930502044, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.129023739512167, 'y': 0.27121818314649104, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 1.9742451383294846, 'y': -2.4074285780086524, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.7793383107483747, 'y': -1.614573033478116, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 4.820971678555821, 'y': -1.4155926975963073, 'r': 0.3999999999999999, 'type': 1}]
26871,1398855291.318761,[{'idp': 15, 'x': 0.8418671197873628, 'y': -2.512716514330322, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.304694121967675, 'y': 4.362386429019942, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.4424383867694797, 'y': 1.986776207902432, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.405507497976412, 'y': 1.3946674432287787, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.0388965878200325, 'y': 0.7287015880964942, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.148700446856721, 'y': 0.26295493897991573, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 1.9731554913882299, 'y': -2.4287269461825134, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.7691668295973924, 'y': -1.6103825229659685, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 4.813081323047619, 'y': -1.4021274296810693, 'r': 0.3999999999999999, 'type': 1}]
26872,1398855291.3577688,[{'idp': 15, 'x': 0.8299909862096433, 'y': -2.540230628341061, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.2896608249982595, 'y': 4.342413618475664, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.4358729162127877, 'y': 1.9938713329156932, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.3982471593707064, 'y': 1.391743470499065, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.0351001716673953, 'y': 0.7278731222935453, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.119061215634017, 'y': 0.27033648999951865, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 1.968486425252225, 'y': -2.456573573840254, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.7628256265810034, 'y': -1.6076609759318006, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 4.804098906228393, 'y': -1.4106550484591107, 'r': 0.3999999999999999, 'type': 1}]
26873,1398855291.3977401,[{'idp': 15, 'x': 0.8234855070813896, 'y': -2.551560175721569, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.2818474860119218, 'y': 4.332025642143147, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.4336814450810738, 'y': 2.0142219509011117, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.388899184722838, 'y': 1.3877400024994557, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.022094627296872, 'y': 0.72429083997122, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.103432029651328, 'y': 0.2691158403762395, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 1.9680420220505157, 'y': -2.467503049282116, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.755725574938602, 'y': -1.6046827334030334, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 4.799941556790499, 'y': -1.4094330637789476, 'r': 0.3999999999999999, 'type': 1}, {'idp': 30, 'x': 5.083333333333333, 'y': -2.666666666666667, 'r': 0.3999999999999999, 'type': 1}]
26874,1398855291.397776,[{'idp': 15, 'x': 0.8201681250914405, 'y': -2.5817144707325967, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.2597076105258416, 'y': 4.302697594472038, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.4305489626752794, 'y': 2.0124302131250826, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.3939945318072184, 'y': 1.3899351134841909, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.0173021438396574, 'y': 0.723282326775061, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.115605065196162, 'y': 0.26048825746239235, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 1.9620584347050807, 'y': -2.4942020368809192, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.7397595879143486, 'y': -1.597770483755736, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 4.770556145597333, 'y': -1.4012992863584217, 'r': 0.3999999999999999, 'type': 1}, {'idp': 30, 'x': 5.055018975762627, 'y': -2.5887870183465553, 'r': 0.3999999999999999, 'type': 1}]
26875,1398855291.437712,[{'idp': 15, 'x': 0.8097128272770182, 'y': -2.597272116606285, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.2361436423246315, 'y': 4.291383047362414, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.4267367730988996, 'y': 1.9895198839725414, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.3833206916384095, 'y': 1.3946417510051012, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.0114356365654915, 'y': 0.7217469526820675, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.0999407525861775, 'y': 0.2594652893085203, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 1.9634034429525027, 'y': -2.53035983604599, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.7399086384501268, 'y': -1.6074808938748186, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 4.769965473447435, 'y': -1.4011762017412688, 'r': 0.3999999999999999, 'type': 1}, {'idp': 30, 'x': 5.047790441447271, 'y': -2.585170411216464, 'r': 0.3999999999999999, 'type': 1}]
