id,timestamp,circles
20000,1398776770.4155736,[{'idp': 140, 'x': 1.474, 'y': -2.125, 'r': 0.4, 'type': 1}]
20001,1398776770.4556096,[{'idp': 140, 'x': 1.481, 'y': -2.144, 'r': 0.4, 'type': 1}]
20002,1398776770.4625306,[{'idp': 140, 'x': 1.479, 'y': -2.167, 'r': 0.4, 'type': 1}]
20003,1398776770.4996445,[{'idp': 140, 'x': 1.5, 'y': -2.18, 'r': 0.4, 'type': 1}]
20004,1398776770.5396183,[{'idp': 140, 'x': 1.497, 'y': -2.198, 'r': 0.4, 'type': 1}]
20005,1398776770.5396466,[{'idp': 140, 'x': 1.491, 'y': -2.222, 'r': 0.4, 'type': 1}]
20006,1398776770.579626,[{'idp': 140, 'x': 1.503, 'y': -2.23, 'r': 0.4, 'type': 1}]
20007,1398776770.5857346,[{'idp': 140, 'x': 1.501, 'y': -2.254, 'r': 0.4, 'type': 1}]
20008,1398776770.6236007,[{'idp': 140, 'x': 1.513, 'y': -2.26, 'r': 0.4, 'type': 1}]
20009,1398776770.6636252,[{'idp': 140, 'x': 1.52, 'y': -2.279, 'r': 0.4, 'type': 1}]
20010,1398776770.6636548,[{'idp': 140, 'x': 1.529, 'y': -2.302, 'r': 0.4, 'type': 1}]
20011,1398776770.7036257,[{'idp': 140, 'x': 1.526, 'y': -2.347, 'r': 0.4, 'type': 1}]
20012,1398776770.7101414,[{'idp': 140, 'x': 1.523, 'y': -2.374, 'r': 0.4, 'type': 1}]
20013,1398776770.7476256,[{'idp': 140, 'x': 1.527, 'y': -2.4, 'r': 0.4, 'type': 1}]
20014,1398776770.7876105,[{'idp': 140, 'x': 1.532, 'y': -2.418, 'r': 0.4, 'type': 1}]
20015,1398776770.787641,[{'idp': 140, 'x': 1.538, 'y': -2.445, 'r': 0.4, 'type': 1}]
20016,1398776770.8275714,[{'idp': 140, 'x': 1.544, 'y': -2.466, 'r': 0.4, 'type': 1}]
20017,1398776770.8352954,[{'idp': 140, 'x': 1.547, 'y': -2.486, 'r': 0.4, 'type': 1}]
20018,1398776770.8716986,[{'idp': 140, 'x': 1.554, 'y': -2.51, 'r': 0.4, 'type': 1}]
20019,1398776770.9115572,[{'idp': 140, 'x': 1.551, 'y': -2.529, 'r': 0.4, 'type': 1}]
20020,1398776770.9115832,[{'idp': 140, 'x': 1.559, 'y': -2.554, 'r': 0.4, 'type': 1}]
20021,1398776770.951713,[{'idp': 140, 'x': 1.566, 'y': -2.578, 'r': 0.4, 'type': 1}]
20022,1398776770.9600735,[{'idp': 140, 'x': 1.568, 'y': -2.591, 'r': 0.4, 'type': 1}]
20023,1398776770.999656,[{'idp': 140, 'x': 1.584, 'y': -2.606, 'r': 0.4, 'type': 1}]
20024,1398776771.0395563,[{'idp': 140, 'x': 1.596, 'y': -2.612, 'r': 0.4, 'type': 1}]
20025,1398776771.0395863,[{'idp': 140, 'x': 1.601, 'y': -2.619, 'r': 0.4, 'type': 1}]
20026,1398776771.0795968,[{'idp': 140, 'x': 1.615, 'y': -2.63, 'r': 0.4, 'type': 1}]
20027,1398776771.0844598,[{'idp': 140, 'x': 1.622, 'y': -2.641, 'r': 0.4, 'type': 1}]
20028,1398776771.1236153,[{'idp': 140, 'x': 1.626, 'y': -2.648, 'r': 0.4, 'type': 1}]
20029,1398776771.1635952,[{'idp': 140, 'x': 1.635, 'y': -2.662, 'r': 0.4, 'type': 1}]
20030,1398776771.1636252,[{'idp': 140, 'x': 1.649, 'y': -2.686, 'r': 0.4, 'type': 1}]
20031,1398776771.2036445,[{'idp': 140, 'x': 1.667, 'y': -2.727, 'r': 0.4, 'type': 1}]
20032,1398776771.2086537,[{'idp': 140, 'x': 1.686, 'y': -2.772, 'r': 0.4, 'type': 1}]
20033,1398776771.247631,[{'idp': 140, 'x': 1.712, 'y': -2.816, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 2.484, 'y': -5.908, 'r': 0.4, 'type': 1}]
21032,1398776796.1435688,[{'idp': 149, 'x': 0.914, 'y': 3.797, 'r': 0.4, 'type': 1}, {'idp': 150, 'x': 4.859, 'y': 2.994, 'r': 0.4, 'type': 1}, {'idp': 151, 'x': 2.695, 'y': 0.452, 'r': 0.2, 'type': 1}, {'idp': 152, 'x': 0.345, 'y': -1.584, 'r': 0.4, 'type': 1}, {'idp': 154, 'x': 1.716, 'y': 2.902, 'r': 0.2, 'type': 1}, {'idp': 155, 'x': 3.05, 'y': -0.019, 'r': 0.2, 'type': 1}, {'idp': 156, 'x': 1.957, 'y': 2.779, 'r': 0.2, 'type': 1}]
21033,1398776796.1435962,[{'idp': 149, 'x': 0.926, 'y': 3.806, 'r': 0.4, 'type': 1}, {'idp': 150, 'x': 4.851, 'y': 2.989, 'r': 0.4, 'type': 1}, {'idp': 151, 'x': 2.696, 'y': 0.442, 'r': 0.2, 'type': 1}, {'idp': 152, 'x': 0.331, 'y': -1.582, 'r': 0.4, 'type': 1}, {'idp': 154, 'x': 1.702, 'y': 2.908, 'r': 0.2, 'type': 1}, {'idp': 155, 'x': 3.056, 'y': -0.019, 'r': 0.2, 'type': 1}, {'idp': 156, 'x': 1.959, 'y': 2.782, 'r': 0.2, 'type': 1}]
21034,1398776796.1836226,[{'idp': 149, 'x': 0.908, 'y': 3.806, 'r': 0.4, 'type': 1}, {'idp': 150, 'x': 4.825, 'y': 2.973, 'r': 0.4, 'type': 1}, {'idp': 151, 'x': 2.685, 'y': 0.436, 'r': 0.2, 'type': 1}, {'idp': 152, 'x': 0.322, 'y': -1.573, 'r': 0.4, 'type': 1}, {'idp': 154, 'x': 1.693, 'y': 2.906, 'r': 0.2, 'type': 1}, {'idp': 155, 'x': 3.057, 'y': -0.025, 'r': 0.2, 'type': 1}, {'idp': 156, 'x': 1.954, 'y': 2.778, 'r': 0.2, 'type': 1}]
21035,1398776796.1894681,[{'idp': 149, 'x': 0.91, 'y': 3.814, 'r': 0.4, 'type': 1}, {'idp': 150, 'x': 4.827, 'y': 3.003, 'r': 0.4, 'type': 1}, {'idp': 151, 'x': 2.679, 'y': 0.435, 'r': 0.2, 'type': 1}, {'idp': 152, 'x': 0.309, 'y': -1.581, 'r': 0.4, 'type': 1}, {'idp': 154, 'x': 1.692, 'y': 2.897, 'r': 0.2, 'type': 1}, {'idp': 155, 'x': 3.059, 'y': -0.018, 'r': 0.2, 'type': 1}, {'idp': 156, 'x': 1.922, 'y': 2.78, 'r': 0.2, 'type': 1}]
21036,1398776796.2275968,[{'idp': 149, 'x': 0.881, 'y': 3.805, 'r': 0.4, 'type': 1}, {'idp': 150, 'x': 4.814, 'y': 2.98, 'r': 0.4, 'type': 1}, {'idp': 151, 'x': 2.675, 'y': 0.433, 'r': 0.2, 'type': 1}, {'idp': 152, 'x': 0.301, 'y': -1.574, 'r': 0.4, 'type': 1}, {'idp': 154, 'x': 1.681, 'y': 2.904, 'r': 0.2, 'type': 1}, {'idp': 155, 'x': 3.05, 'y': -0.025, 'r': 0.2, 'type': 1}, {'idp': 156, 'x': 1.912, 'y': 2.768, 'r': 0.2, 'type': 1}]
21037,1398776796.2676294,[{'idp': 149, 'x': 0.907, 'y': 3.802, 'r': 0.4, 'type': 1}, {'idp': 150, 'x': 4.831, 'y': 2.976, 'r': 0.4, 'type': 1}, {'idp': 151, 'x': 2.666, 'y': 0.421, 'r': 0.2, 'type': 1}, {'idp': 152, 'x': 0.281, 'y': -1.565, 'r': 0.4, 'type': 1}, {'idp': 154, 'x': 1.677, 'y': 2.894, 'r': 0.2, 'type': 1}, {'idp': 155, 'x': 3.042, 'y': -0.031, 'r': 0.2, 'type': 1}, {'idp': 156, 'x': 1.898, 'y': 2.765, 'r': 0.2, 'type': 1}]
21038,1398776796.307688,[{'idp': 149, 'x': 0.906, 'y': 3.799, 'r': 0.4, 'type': 1}, {'idp': 150, 'x': 4.826, 'y': 2.959, 'r': 0.4, 'type': 1}, {'idp': 151, 'x': 2.663, 'y': 0.419, 'r': 0.2, 'type': 1}, {'idp': 152, 'x': 0.268, 'y': -1.585, 'r': 0.4, 'type': 1}, {'idp': 154, 'x': 1.674, 'y': 2.873, 'r': 0.2, 'type': 1}, {'idp': 155, 'x': 3.031, 'y': -0.044, 'r': 0.2, 'type': 1}, {'idp': 156, 'x': 1.881, 'y': 2.762, 'r': 0.2, 'type': 1}]
21039,1398776796.3077195,[{'idp': 149, 'x': 0.935, 'y': 3.808, 'r': 0.4, 'type': 1}, {'idp': 150, 'x': 4.838, 'y': 2.952, 'r': 0.4, 'type': 1}, {'idp': 151, 'x': 2.655, 'y': 0.406, 'r': 0.2, 'type': 1}, {'idp': 152, 'x': 0.248, 'y': -1.573, 'r': 0.4, 'type': 1}, {'idp': 154, 'x': 1.678, 'y': 2.88, 'r': 0.2, 'type': 1}, {'idp': 155, 'x': 3.023, 'y': -0.057, 'r': 0.2, 'type': 1}, {'idp': 156, 'x': 1.889, 'y': 2.751, 'r': 0.2, 'type': 1}]
21040,1398776796.34758,[{'idp': 149, 'x': 0.943, 'y': 3.802, 'r': 0.4, 'type': 1}, {'idp': 150, 'x': 4.851, 'y': 2.931, 'r': 0.4, 'type': 1}, {'idp': 151, 'x': 2.653, 'y': 0.406, 'r': 0.2, 'type': 1}, {'idp': 152, 'x': 0.225, 'y': -1.587, 'r': 0.4, 'type': 1}, {'idp': 154, 'x': 1.682, 'y': 2.873, 'r': 0.2, 'type': 1}, {'idp': 155, 'x': 3.007, 'y': -0.063, 'r': 0.2, 'type': 1}, {'idp': 156, 'x': 1.873, 'y': 2.743, 'r': 0.2, 'type': 1}]
21041,1398776796.3476079,[{'idp': 149, 'x': 0.968, 'y': 3.798, 'r': 0.4, 'type': 1}, {'idp': 150, 'x': 4.859, 'y': 2.906, 'r': 0.4, 'type': 1}, {'idp': 151, 'x': 2.642, 'y': 0.384, 'r': 0.2, 'type': 1}, {'idp': 152, 'x': 0.206, 'y': -1.575, 'r': 0.4, 'type': 1}, {'idp': 154, 'x': 1.686, 'y': 2.866, 'r': 0.2, 'type': 1}, {'idp': 155, 'x': 3.01, 'y': -0.063, 'r': 0.2, 'type': 1}, {'idp': 156, 'x': 1.862, 'y': 2.719, 'r': 0.2, 'type': 1}]
21042,1398776796.3875775,[{'idp': 149, 'x': 0.975, 'y': 3.79, 'r': 0.4, 'type': 1}, {'idp': 150, 'x': 4.87, 'y': 2.87, 'r': 0.4, 'type': 1}, {'idp': 151, 'x': 2.63, 'y': 0.383, 'r': 0.2, 'type': 1}, {'idp': 152, 'x': 0.186, 'y': -1.582, 'r': 0.4, 'type': 1}, {'idp': 154, 'x': 1.691, 'y': 2.832, 'r': 0.2, 'type': 1}, {'idp': 155, 'x': 3.017, 'y': -0.065, 'r': 0.2, 'type': 1}, {'idp': 156, 'x': 1.843, 'y': 2.715, 'r': 0.2, 'type': 1}]
21043,1398776796.3885467,[{'idp': 149, 'x': 1.007, 'y': 3.781, 'r': 0.4, 'type': 1}, {'idp': 150, 'x': 4.881, 'y': 2.834, 'r': 0.4, 'type': 1}, {'idp': 151, 'x': 2.631, 'y': 0.361, 'r': 0.2, 'type': 1}, {'idp': 152, 'x': 0.157, 'y': -1.581, 'r': 0.4, 'type': 1}, {'idp': 154, 'x': 1.711, 'y': 2.823, 'r': 0.2, 'type': 1}, {'idp': 155, 'x': 3.024, 'y': -0.056, 'r': 0.2, 'type': 1}, {'idp': 156, 'x': 1.822, 'y': 2.711, 'r': 0.2, 'type': 1}]
21044,1398776796.4276643,[{'idp': 149, 'x': 1.019, 'y': 3.759, 'r': 0.4, 'type': 1}, {'idp': 150, 'x': 4.902, 'y': 2.817, 'r': 0.4, 'type': 1}, {'idp': 151, 'x': 2.619, 'y': 0.341, 'r': 0.2, 'type': 1}, {'idp': 152, 'x': 0.138, 'y': -1.59, 'r': 0.4, 'type': 1}, {'idp': 154, 'x': 1.713, 'y': 2.812, 'r': 0.2, 'type': 1}, {'idp': 155, 'x': 3.058, 'y': -0.04, 'r': 0.2, 'type': 1}, {'idp': 156, 'x': 1.821, 'y': 2.698, 'r': 0.2, 'type': 1}]
21045,1398776796.4676502,[{'idp': 149, 'x': 1.044, 'y': 3.755, 'r': 0.4, 'type': 1}, {'idp': 150, 'x': 4.908, 'y': 2.778, 'r': 0.4, 'type': 1}, {'idp': 151, 'x': 2.603, 'y': 0.322, 'r': 0.2, 'type': 1}, {'idp': 152, 'x': 0.117, 'y': -1.587, 'r': 0.4, 'type': 1}, {'idp': 154, 'x': 1.721, 'y': 2.799, 'r': 0.2, 'type': 1}, {'idp': 155, 'x': 3.038, 'y': -0.066, 'r': 0.2, 'type': 1}, {'idp': 156, 'x': 1.828, 'y': 2.683, 'r': 0.2, 'type': 1}]
21046,1398776796.4676793,[{'idp': 149, 'x': 1.061, 'y': 3.753, 'r': 0.4, 'type': 1}, {'idp': 150, 'x': 4.912, 'y': 2.766, 'r': 0.4, 'type': 1}, {'idp': 151, 'x': 2.59, 'y': 0.301, 'r': 0.2, 'type': 1}, {'idp': 152, 'x': 0.096, 'y': -1.591, 'r': 0.4, 'type': 1}, {'idp': 154, 'x': 1.729, 'y': 2.79, 'r': 0.2, 'type': 1}, {'idp': 155, 'x': 3.025, 'y': -0.086, 'r': 0.2, 'type': 1}, {'idp': 156, 'x': 1.831, 'y': 2.671, 'r': 0.2, 'type': 1}]
21047,1398776796.507644,[{'idp': 149, 'x': 1.078, 'y': 3.749, 'r': 0.4, 'type': 1}, {'idp': 150, 'x': 4.918, 'y': 2.741, 'r': 0.4, 'type': 1}, {'idp': 151, 'x': 2.591, 'y': 0.275, 'r': 0.2, 'type': 1}, {'idp': 152, 'x': 0.078, 'y': -1.58, 'r': 0.4, 'type': 1}, {'idp': 154, 'x': 1.736, 'y': 2.773, 'r': 0.2, 'type': 1}, {'idp': 155, 'x': 3.022, 'y': -0.112, 'r': 0.2, 'type': 1}, {'idp': 156, 'x': 1.839, 'y': 2.657, 'r': 0.2, 'type': 1}]
21048,1398776796.513041,[{'idp': 149, 'x': 1.093, 'y': 3.742, 'r': 0.4, 'type': 1}, {'idp': 150, 'x': 4.937, 'y': 2.724, 'r': 0.4, 'type': 1}, {'idp': 151, 'x': 2.567, 'y': 0.256, 'r': 0.2, 'type': 1}, {'idp': 152, 'x': 0.068, 'y': -1.562, 'r': 0.4, 'type': 1}, {'idp': 154, 'x': 1.737, 'y': 2.769, 'r': 0.2, 'type': 1}, {'idp': 155, 'x': 2.989, 'y': -0.137, 'r': 0.2, 'type': 1}, {'idp': 156, 'x': 1.848, 'y': 2.662, 'r': 0.2, 'type': 1}]
21049,1398776796.5515997,[{'idp': 149, 'x': 1.111, 'y': 3.714, 'r': 0.4, 'type': 1}, {'idp': 150, 'x': 4.951, 'y': 2.676, 'r': 0.4, 'type': 1}, {'idp': 151, 'x': 2.576, 'y': 0.251, 'r': 0.2, 'type': 1}, {'idp': 152, 'x': 0.054, 'y': -1.548, 'r': 0.4, 'type': 1}, {'idp': 154, 'x': 1.747, 'y': 2.759, 'r': 0.2, 'type': 1}, {'idp': 155, 'x': 2.983, 'y': -0.176, 'r': 0.2, 'type': 1}, {'idp': 156, 'x': 1.846, 'y': 2.638, 'r': 0.2, 'type': 1}]
21050,1398776796.5915897,[{'idp': 149, 'x': 1.151, 'y': 3.701, 'r': 0.4, 'type': 1}, {'idp': 150, 'x': 4.964, 'y': 2.641, 'r': 0.4, 'type': 1}, {'idp': 151, 'x': 2.562, 'y': 0.228, 'r': 0.2, 'type': 1}, {'idp': 152, 'x': 0.045, 'y': -1.571, 'r': 0.4, 'type': 1}, {'idp': 154, 'x': 1.754, 'y': 2.743, 'r': 0.2, 'type': 1}, {'idp': 155, 'x': 2.957, 'y': -0.207, 'r': 0.2, 'type': 1}, {'idp': 156, 'x': 1.855, 'y': 2.627, 'r': 0.2, 'type': 1}]
21051,1398776796.5916176,[{'idp': 149, 'x': 1.148, 'y': 3.692, 'r': 0.4, 'type': 1}, {'idp': 150, 'x': 4.972, 'y': 2.617, 'r': 0.4, 'type': 1}, {'idp': 151, 'x': 2.54, 'y': 0.194, 'r': 0.2, 'type': 1}, {'idp': 152, 'x': 0.031, 'y': -1.549, 'r': 0.4, 'type': 1}, {'idp': 154, 'x': 1.758, 'y': 2.711, 'r': 0.2, 'type': 1}, {'idp': 155, 'x': 2.946, 'y': -0.239, 'r': 0.2, 'type': 1}, {'idp': 156, 'x': 1.862, 'y': 2.608, 'r': 0.2, 'type': 1}]
21052,1398776796.6315815,[{'idp': 149, 'x': 1.188, 'y': 3.68, 'r': 0.4, 'type': 1}, {'idp': 150, 'x': 4.972, 'y': 2.59, 'r': 0.4, 'type': 1}, {'idp': 151, 'x': 2.537, 'y': 0.174, 'r': 0.2, 'type': 1}, {'idp': 152, 'x': 0.021, 'y': -1.553, 'r': 0.4, 'type': 1}, {'idp': 154, 'x': 1.769, 'y': 2.701, 'r': 0.2, 'type': 1}, {'idp': 155, 'x': 2.949, 'y': -0.284, 'r': 0.2, 'type': 1}, {'idp': 156, 'x': 1.876, 'y': 2.591, 'r': 0.2, 'type': 1}]
21053,1398776796.6377122,[{'idp': 149, 'x': 1.197, 'y': 3.658, 'r': 0.4, 'type': 1}, {'idp': 150, 'x': 4.984, 'y': 2.569, 'r': 0.4, 'type': 1}, {'idp': 151, 'x': 2.523, 'y': 0.142, 'r': 0.2, 'type': 1}, {'idp': 152, 'x': 0.01, 'y': -1.573, 'r': 0.4, 'type': 1}, {'idp': 154, 'x': 1.78, 'y': 2.681, 'r': 0.2, 'type': 1}, {'idp': 155, 'x': 2.926, 'y': -0.308, 'r': 0.2, 'type': 1}, {'idp': 156, 'x': 1.882, 'y': 2.584, 'r': 0.2, 'type': 1}]
21054,1398776796.6755815,[{'idp': 149, 'x': 1.227, 'y': 3.668, 'r': 0.4, 'type': 1}, {'idp': 150, 'x': 4.977, 'y': 2.537, 'r': 0.4, 'type': 1}, {'idp': 151, 'x': 2.519, 'y': 0.119, 'r': 0.2, 'type': 1}, {'idp': 152, 'x': 0.004, 'y': -1.752, 'r': 0.4, 'type': 1}, {'idp': 154, 'x': 1.78, 'y': 2.656, 'r': 0.2, 'type': 1}, {'idp': 155, 'x': 2.915, 'y': -0.332, 'r': 0.2, 'type': 1}, {'idp': 156, 'x': 1.878, 'y': 2.571, 'r': 0.2, 'type': 1}]
21055,1398776796.7156117,[{'idp': 149, 'x': 1.277, 'y': 3.656, 'r': 0.4, 'type': 1}, {'idp': 150, 'x': 4.998, 'y': 2.535, 'r': 0.4, 'type': 1}, {'idp': 151, 'x': 2.513, 'y': 0.107, 'r': 0.2, 'type': 1}, {'idp': 152, 'x': 0.004, 'y': -1.752, 'r': 0.4, 'type': 1}, {'idp': 154, 'x': 1.765, 'y': 2.657, 'r': 0.2, 'type': 1}, {'idp': 155, 'x': 2.906, 'y': -0.358, 'r': 0.2, 'type': 1}, {'idp': 156, 'x': 1.882, 'y': 2.564, 'r': 0.2, 'type': 1}]
21056,1398776796.7156315,[{'idp': 149, 'x': 1.291, 'y': 3.672, 'r': 0.4, 'type': 1}, {'idp': 150, 'x': 4.998, 'y': 2.521, 'r': 0.4, 'type': 1}, {'idp': 151, 'x': 2.492, 'y': 0.096, 'r': 0.2, 'type': 1}, {'idp': 152, 'x': 0.004, 'y': -1.752, 'r': 0.4, 'type': 1}, {'idp': 154, 'x': 1.76, 'y': 2.649, 'r': 0.2, 'type': 1}, {'idp': 155, 'x': 2.894, 'y': -0.376, 'r': 0.2, 'type': 1}, {'idp': 156, 'x': 1.875, 'y': 2.555, 'r': 0.2, 'type': 1}]
21057,1398776796.75563,[{'idp': 149, 'x': 1.311, 'y': 3.706, 'r': 0.4, 'type': 1}, {'idp': 150, 'x': 4.985, 'y': 2.501, 'r': 0.4, 'type': 1}, {'idp': 151, 'x': 2.487, 'y': 0.083, 'r': 0.2, 'type': 1}, {'idp': 152, 'x': 0.004, 'y': -1.752, 'r': 0.4, 'type': 1}, {'idp': 154, 'x': 1.76, 'y': 2.65, 'r': 0.2, 'type': 1}, {'idp': 155, 'x': 2.877, 'y': -0.398, 'r': 0.2, 'type': 1}, {'idp': 156, 'x': 1.871, 'y': 2.55, 'r': 0.2, 'type': 1}]
21058,1398776796.7627149,[{'idp': 149, 'x': 1.328, 'y': 3.728, 'r': 0.4, 'type': 1}, {'idp': 150, 'x': 4.98, 'y': 2.498, 'r': 0.4, 'type': 1}, {'idp': 151, 'x': 2.479, 'y': 0.08, 'r': 0.2, 'type': 1}, {'idp': 152, 'x': 0.004, 'y': -1.752, 'r': 0.4, 'type': 1}, {'idp': 154, 'x': 1.767, 'y': 2.636, 'r': 0.2, 'type': 1}, {'idp': 155, 'x': 2.859, 'y': -0.401, 'r': 0.2, 'type': 1}, {'idp': 156, 'x': 1.871, 'y': 2.546, 'r': 0.2, 'type': 1}]
21059,1398776796.799529,[{'idp': 149, 'x': 1.327, 'y': 3.75, 'r': 0.4, 'type': 1}, {'idp': 150, 'x': 4.972, 'y': 2.494, 'r': 0.4, 'type': 1}, {'idp': 151, 'x': 2.462, 'y': 0.077, 'r': 0.2, 'type': 1}, {'idp': 152, 'x': 0.004, 'y': -1.752, 'r': 0.4, 'type': 1}, {'idp': 154, 'x': 1.764, 'y': 2.618, 'r': 0.2, 'type': 1}, {'idp': 155, 'x': 2.841, 'y': -0.417, 'r': 0.2, 'type': 1}, {'idp': 156, 'x': 1.863, 'y': 2.546, 'r': 0.2, 'type': 1}]
21060,1398776796.8396852,[{'idp': 149, 'x': 1.341, 'y': 3.765, 'r': 0.4, 'type': 1}, {'idp': 150, 'x': 4.978, 'y': 2.525, 'r': 0.4, 'type': 1}, {'idp': 151, 'x': 2.439, 'y': 0.076, 'r': 0.2, 'type': 1}, {'idp': 152, 'x': 0.004, 'y': -1.752, 'r': 0.4, 'type': 1}, {'idp': 154, 'x': 1.753, 'y': 2.594, 'r': 0.2, 'type': 1}, {'idp': 155, 'x': 2.825, 'y': -0.421, 'r': 0.2, 'type': 1}, {'idp': 156, 'x': 1.851, 'y': 2.539, 'r': 0.2, 'type': 1}]
21061,1398776796.8397148,[{'idp': 149, 'x': 1.364, 'y': 3.774, 'r': 0.4, 'type': 1}, {'idp': 150, 'x': 4.969, 'y': 2.506, 'r': 0.4, 'type': 1}, {'idp': 151, 'x': 2.429, 'y': 0.078, 'r': 0.2, 'type': 1}, {'idp': 152, 'x': 0.004, 'y': -1.752, 'r': 0.4, 'type': 1}, {'idp': 154, 'x': 1.764, 'y': 2.585, 'r': 0.2, 'type': 1}, {'idp': 155, 'x': 2.806, 'y': -0.424, 'r': 0.2, 'type': 1}, {'idp': 156, 'x': 1.839, 'y': 2.54, 'r': 0.2, 'type': 1}]
21062,1398776796.8796437,[{'idp': 149, 'x': 1.365, 'y': 3.78, 'r': 0.4, 'type': 1}, {'idp': 150, 'x': 4.95, 'y': 2.497, 'r': 0.4, 'type': 1}, {'idp': 151, 'x': 2.424, 'y': 0.077, 'r': 0.2, 'type': 1}, {'idp': 152, 'x': 0.004, 'y': -1.752, 'r': 0.4, 'type': 1}, {'idp': 154, 'x': 1.777, 'y': 2.567, 'r': 0.2, 'type': 1}, {'idp': 155, 'x': 2.791, 'y': -0.44, 'r': 0.2, 'type': 1}, {'idp': 156, 'x': 1.83, 'y': 2.534, 'r': 0.2, 'type': 1}]
21063,1398776796.8873396,[{'idp': 149, 'x': 1.376, 'y': 3.783, 'r': 0.4, 'type': 1}, {'idp': 150, 'x': 4.949, 'y': 2.496, 'r': 0.4, 'type': 1}, {'idp': 151, 'x': 2.416, 'y': 0.072, 'r': 0.2, 'type': 1}, {'idp': 152, 'x': 0.004, 'y': -1.752, 'r': 0.4, 'type': 1}, {'idp': 154, 'x': 1.792, 'y': 2.558, 'r': 0.2, 'type': 1}, {'idp': 155, 'x': 2.78, 'y': -0.438, 'r': 0.2, 'type': 1}, {'idp': 156, 'x': 1.824, 'y': 2.538, 'r': 0.2, 'type': 1}]
21064,1398776796.9235702,[{'idp': 149, 'x': 1.387, 'y': 3.783, 'r': 0.4, 'type': 1}, {'idp': 150, 'x': 4.951, 'y': 2.525, 'r': 0.4, 'type': 1}, {'idp': 151, 'x': 2.405, 'y': 0.073, 'r': 0.2, 'type': 1}, {'idp': 152, 'x': 0.004, 'y': -1.752, 'r': 0.4, 'type': 1}, {'idp': 154, 'x': 1.802, 'y': 2.547, 'r': 0.2, 'type': 1}, {'idp': 155, 'x': 2.767, 'y': -0.451, 'r': 0.2, 'type': 1}, {'idp': 156, 'x': 1.818, 'y': 2.537, 'r': 0.2, 'type': 1}]
21065,1398776796.963579,[{'idp': 149, 'x': 1.392, 'y': 3.8, 'r': 0.4, 'type': 1}, {'idp': 150, 'x': 4.939, 'y': 2.518, 'r': 0.4, 'type': 1}, {'idp': 151, 'x': 2.393, 'y': 0.065, 'r': 0.2, 'type': 1}, {'idp': 152, 'x': 0.004, 'y': -1.752, 'r': 0.4, 'type': 1}, {'idp': 154, 'x': 1.788, 'y': 2.539, 'r': 0.2, 'type': 1}, {'idp': 155, 'x': 2.727, 'y': -0.472, 'r': 0.2, 'type': 1}, {'idp': 156, 'x': 1.813, 'y': 2.524, 'r': 0.2, 'type': 1}]
21066,1398776796.9636085,[{'idp': 149, 'x': 1.4, 'y': 3.795, 'r': 0.4, 'type': 1}, {'idp': 150, 'x': 4.924, 'y': 2.511, 'r': 0.4, 'type': 1}, {'idp': 151, 'x': 2.377, 'y': 0.058, 'r': 0.2, 'type': 1}, {'idp': 152, 'x': 0.004, 'y': -1.752, 'r': 0.4, 'type': 1}, {'idp': 154, 'x': 1.787, 'y': 2.534, 'r': 0.2, 'type': 1}, {'idp': 155, 'x': 2.717, 'y': -0.476, 'r': 0.2, 'type': 1}, {'idp': 156, 'x': 1.803, 'y': 2.524, 'r': 0.2, 'type': 1}]
21067,1398776797.003633,[{'idp': 149, 'x': 1.411, 'y': 3.799, 'r': 0.4, 'type': 1}, {'idp': 150, 'x': 4.915, 'y': 2.506, 'r': 0.4, 'type': 1}, {'idp': 151, 'x': 2.367, 'y': 0.06, 'r': 0.2, 'type': 1}, {'idp': 152, 'x': 0.004, 'y': -1.752, 'r': 0.4, 'type': 1}, {'idp': 154, 'x': 1.786, 'y': 2.531, 'r': 0.2, 'type': 1}, {'idp': 155, 'x': 2.706, 'y': -0.487, 'r': 0.2, 'type': 1}, {'idp': 156, 'x': 1.794, 'y': 2.527, 'r': 0.2, 'type': 1}]
21068,1398776797.0112875,[{'idp': 149, 'x': 1.412, 'y': 3.799, 'r': 0.4, 'type': 1}, {'idp': 150, 'x': 4.909, 'y': 2.516, 'r': 0.4, 'type': 1}, {'idp': 151, 'x': 2.359, 'y': 0.061, 'r': 0.2, 'type': 1}, {'idp': 152, 'x': 0.004, 'y': -1.752, 'r': 0.4, 'type': 1}, {'idp': 154, 'x': 1.775, 'y': 2.524, 'r': 0.2, 'type': 1}, {'idp': 155, 'x': 2.692, 'y': -0.484, 'r': 0.2, 'type': 1}, {'idp': 156, 'x': 1.794, 'y': 2.519, 'r': 0.2, 'type': 1}]
21069,1398776797.0475628,[{'idp': 149, 'x': 1.409, 'y': 3.803, 'r': 0.4, 'type': 1}, {'idp': 150, 'x': 4.896, 'y': 2.509, 'r': 0.4, 'type': 1}, {'idp': 151, 'x': 2.345, 'y': 0.059, 'r': 0.2, 'type': 1}, {'idp': 152, 'x': 0.004, 'y': -1.752, 'r': 0.4, 'type': 1}, {'idp': 154, 'x': 1.77, 'y': 2.525, 'r': 0.2, 'type': 1}, {'idp': 155, 'x': 2.693, 'y': -0.484, 'r': 0.2, 'type': 1}, {'idp': 156, 'x': 1.789, 'y': 2.519, 'r': 0.2, 'type': 1}]
