id,timestamp,circles
40001,1398855619.8542423,[{'idp': 1, 'x': 3.291666666666666, 'y': -3.1666666666666665, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.5, 'y': -2.833333333333333, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.875000000000001, 'y': 1.8333333333333335, 'r': 0.3999999999999999, 'type': 1}]
40002,1398855619.8937583,[{'idp': 1, 'x': 3.2848030152519136, 'y': -3.0878009322506283, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.544267168049473, 'y': -2.826388367165684, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.8693119504280906, 'y': 1.8717056524061615, 'r': 0.3999999999999999, 'type': 1}]
40003,1398855619.933768,[{'idp': 1, 'x': 3.2784538679042097, 'y': -3.0684623968643443, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.5598761336619855, 'y': -2.7890418784829007, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.846735513980352, 'y': 1.875046245078218, 'r': 0.3999999999999999, 'type': 1}]
40004,1398855619.933799,[{'idp': 1, 'x': 3.2749186523195184, 'y': -3.0517335382954967, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.565704407522427, 'y': -2.731367357309429, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.8168752325774715, 'y': 1.899545122644135, 'r': 0.3999999999999999, 'type': 1}]
40005,1398855619.973796,[{'idp': 1, 'x': 3.265536022155966, 'y': -3.0301138093439506, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.580684038860831, 'y': -2.6932648426445125, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.7823730694364257, 'y': 1.9209105134813176, 'r': 0.3999999999999999, 'type': 1}]
40006,1398855619.978416,[{'idp': 1, 'x': 3.257898407687525, 'y': -3.009804604754761, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.581335235870776, 'y': -2.6338629814302097, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.7607875713292107, 'y': 1.9419831236916374, 'r': 0.3999999999999999, 'type': 1}]
40007,1398855620.017725,[{'idp': 1, 'x': 3.2511406849675795, 'y': -2.990710176867143, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.5895879582527215, 'y': -2.5933138926750807, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.733540585504124, 'y': 1.9491014349818392, 'r': 0.3999999999999999, 'type': 1}]
40008,1398855620.0578058,[{'idp': 1, 'x': 3.2351215244642684, 'y': -2.9769830802472317, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.59624545825182, 'y': -2.5518274782102415, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.709427032988232, 'y': 1.9589057676485666, 'r': 0.3999999999999999, 'type': 1}]
40009,1398855620.0578384,[{'idp': 1, 'x': 3.2131521174419797, 'y': -2.9708784315517924, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.606338690471551, 'y': -2.5271453530109502, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.6856081995626324, 'y': 1.9773741430996727, 'r': 0.3999999999999999, 'type': 1}]
40010,1398855620.0977566,[{'idp': 1, 'x': 3.211072101602519, 'y': -2.9696486961128565, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.6071031717317315, 'y': -2.4686936970704743, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.6540234711425215, 'y': 1.990168763634217, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 2.6249999999999996, 'y': 0.8333333333333326, 'r': 0.3999999999999999, 'type': 1}]
41364,1398855653.955907,[{'idp': 24, 'x': 0.8701353860319183, 'y': 0.0493957108037546, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.01287954714196, 'y': 3.1191199218837395, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.03692958822888, 'y': 3.4754052649434275, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.342124698610036, 'y': 5.40093599240361, 'r': 0.3999999999999999, 'type': 1}]
41365,1398855653.993776,[{'idp': 24, 'x': 0.8825019137534751, 'y': 0.054431716129894614, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.020220698394908, 'y': 3.1241073688395082, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.044053513065061, 'y': 3.4702076166145956, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.3676497129250427, 'y': 5.389511709020008, 'r': 0.3999999999999999, 'type': 1}]
41366,1398855654.0337605,[{'idp': 24, 'x': 0.9049017857172359, 'y': 0.06038661434103254, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.032629568954208, 'y': 3.116306087950216, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.049984032931402, 'y': 3.4633559106335787, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.401775455432068, 'y': 5.392091163217875, 'r': 0.3999999999999999, 'type': 1}]
41367,1398855654.0337903,[{'idp': 24, 'x': 0.9249078061345384, 'y': 0.0639682572636846, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.0271809134695955, 'y': 3.0980833029768973, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.0644329953422815, 'y': 3.4420923166758155, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.395452979388658, 'y': 5.329109524387093, 'r': 0.3999999999999999, 'type': 1}, {'idp': 30, 'x': 0.29166666666666563, 'y': -1.1250000000000004, 'r': 0.3999999999999999, 'type': 1}]
41368,1398855654.0737412,[{'idp': 24, 'x': 0.9355358312950068, 'y': 0.06634966293848299, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.041982287429681, 'y': 3.076778073749271, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.068497151004893, 'y': 3.4408075125366877, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.42344524828464, 'y': 5.321534449293129, 'r': 0.3999999999999999, 'type': 1}, {'idp': 30, 'x': 0.30605633783681085, 'y': -1.0960896074610815, 'r': 0.3999999999999999, 'type': 1}]
41369,1398855654.0814137,[{'idp': 24, 'x': 0.9412952387433604, 'y': 0.06826704656979654, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.0474619337607525, 'y': 3.064958552175936, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.105307065388004, 'y': 3.3896546684755213, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.4205942935752365, 'y': 5.292089876036597, 'r': 0.3999999999999999, 'type': 1}, {'idp': 30, 'x': 0.3114625486464151, 'y': -1.0968997119447477, 'r': 0.3999999999999999, 'type': 1}]
41370,1398855654.1177495,[{'idp': 24, 'x': 0.96261402126258, 'y': 0.07553599684800849, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.048016583047488, 'y': 3.05078373006062, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.116224927890664, 'y': 3.3686957748282476, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.4436053295894964, 'y': 5.27694655648469, 'r': 0.3999999999999999, 'type': 1}, {'idp': 30, 'x': 0.3170642433951487, 'y': -1.0996414233754703, 'r': 0.3999999999999999, 'type': 1}]
41371,1398855654.1577344,[{'idp': 24, 'x': 0.9846140963215544, 'y': 0.08612128977907085, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.066879492590819, 'y': 3.0492491859624926, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.117055201633022, 'y': 3.38075785744949, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.4567492622590934, 'y': 5.29861777927956, 'r': 0.3999999999999999, 'type': 1}, {'idp': 30, 'x': 0.3241228745084723, 'y': -1.1052633648215837, 'r': 0.3999999999999999, 'type': 1}]
41372,1398855654.157764,[{'idp': 24, 'x': 1.004068123383186, 'y': 0.10157841444792037, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.063762460589663, 'y': 3.0301420476023844, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.139521799504957, 'y': 3.3575086870238136, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.4658426155355326, 'y': 5.261769855692595, 'r': 0.3999999999999999, 'type': 1}, {'idp': 30, 'x': 0.33144814209833395, 'y': -1.1032409450790992, 'r': 0.3999999999999999, 'type': 1}]
41373,1398855654.197765,[{'idp': 24, 'x': 1.0246434011815708, 'y': 0.1145185389861747, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.081332479433607, 'y': 3.0251856208820183, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.154480014634919, 'y': 3.3394739358637127, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.5008411020371955, 'y': 5.290650041535809, 'r': 0.3999999999999999, 'type': 1}, {'idp': 30, 'x': 0.33859439151929793, 'y': -1.1110869502317111, 'r': 0.3999999999999999, 'type': 1}]
41374,1398855654.2065315,[{'idp': 24, 'x': 1.080522219954716, 'y': 0.12567340804516158, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.0758106336824955, 'y': 3.0069752240273773, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.158191492057082, 'y': 3.3492204869469266, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.526530936413228, 'y': 5.304823754272587, 'r': 0.3999999999999999, 'type': 1}, {'idp': 30, 'x': 0.3506946318041937, 'y': -1.1044244729622865, 'r': 0.3999999999999999, 'type': 1}]
41375,1398855654.2457418,[{'idp': 24, 'x': 1.1195778280307178, 'y': 0.13426250129293438, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.092781874997323, 'y': 3.0015399139280396, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.161124182616069, 'y': 3.3410980263294765, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.5355462862515163, 'y': 5.267539209688053, 'r': 0.3999999999999999, 'type': 1}, {'idp': 30, 'x': 0.35618263441734577, 'y': -1.1058797569558032, 'r': 0.3999999999999999, 'type': 1}]
41376,1398855654.2857575,[{'idp': 24, 'x': 1.1458211275439623, 'y': 0.142256611449334, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.0874851509619035, 'y': 2.9832696878232845, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.1727176212171635, 'y': 3.331013122737012, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.559345762630357, 'y': 5.278423674684256, 'r': 0.3999999999999999, 'type': 1}, {'idp': 30, 'x': 0.36267336229825364, 'y': -1.1097116707380228, 'r': 0.3999999999999999, 'type': 1}]
41377,1398855654.2857852,[{'idp': 24, 'x': 1.1788491732139117, 'y': 0.1488494362138204, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.0918149548974, 'y': 2.9410867379194094, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.186880194742198, 'y': 3.312715801302477, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.5848041013013665, 'y': 5.291780945499549, 'r': 0.3999999999999999, 'type': 1}, {'idp': 30, 'x': 0.36855960317662584, 'y': -1.1112062177287385, 'r': 0.3999999999999999, 'type': 1}]
41378,1398855654.3257892,[{'idp': 24, 'x': 1.2008512091140466, 'y': 0.15725063691362617, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.080826892959578, 'y': 2.949041818145679, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.193504406207169, 'y': 3.3069230370736657, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.611800133821139, 'y': 5.256707402528464, 'r': 0.3999999999999999, 'type': 1}, {'idp': 30, 'x': 0.37422484458741856, 'y': -1.1112423126413329, 'r': 0.3999999999999999, 'type': 1}]
41379,1398855654.3331158,[{'idp': 24, 'x': 1.2242627542486684, 'y': 0.166122811604561, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.101254383262508, 'y': 2.9016214518807737, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.207713962624835, 'y': 3.28435972357346, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.638108274755154, 'y': 5.245616858165776, 'r': 0.3999999999999999, 'type': 1}, {'idp': 30, 'x': 0.37737836281135806, 'y': -1.1119319835610064, 'r': 0.3999999999999999, 'type': 1}]
41380,1398855654.3698425,[{'idp': 24, 'x': 1.2478742409416643, 'y': 0.1697103563054747, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.099490821741021, 'y': 2.870773687378041, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.218450103122137, 'y': 3.2630651213202277, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.6767778117837424, 'y': 5.253363052798177, 'r': 0.3999999999999999, 'type': 1}, {'idp': 30, 'x': 0.3778575460600009, 'y': -1.1233605094251653, 'r': 0.3999999999999999, 'type': 1}]
41381,1398855654.4098225,[{'idp': 24, 'x': 1.2741697922867279, 'y': 0.17652849317552066, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.111612518676639, 'y': 2.8481078400731197, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.22659872810889, 'y': 3.2466192331939236, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.7065677540690456, 'y': 5.247179374105986, 'r': 0.3999999999999999, 'type': 1}, {'idp': 30, 'x': 0.38237620864690625, 'y': -1.1185995288270711, 'r': 0.3999999999999999, 'type': 1}]
41382,1398855654.4098465,[{'idp': 24, 'x': 1.2819644371711636, 'y': 0.1785023483041459, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.126945875074773, 'y': 2.8127529777153115, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.264685608061587, 'y': 3.1963424696622567, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.734805927706364, 'y': 5.189643636232308, 'r': 0.3999999999999999, 'type': 1}, {'idp': 30, 'x': 0.38097868445786, 'y': -1.1223794055876257, 'r': 0.3999999999999999, 'type': 1}]
41383,1398855654.449756,[{'idp': 24, 'x': 1.3000879481996774, 'y': 0.1814747888422108, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.14508534982901, 'y': 2.7787346061309592, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.289972195281811, 'y': 3.1722974025108286, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.7691671061746868, 'y': 5.189855165979358, 'r': 0.3999999999999999, 'type': 1}, {'idp': 30, 'x': 0.3824632735895839, 'y': -1.1260193348862269, 'r': 0.3999999999999999, 'type': 1}]
41384,1398855654.4572983,[{'idp': 24, 'x': 1.3155319565397705, 'y': 0.18019643766940208, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.149415586431331, 'y': 2.737617786576849, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.319512072637755, 'y': 3.1361601035447983, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.7970683074236855, 'y': 5.156294988033368, 'r': 0.3999999999999999, 'type': 1}, {'idp': 30, 'x': 0.38144608672945113, 'y': -1.1310712842286275, 'r': 0.3999999999999999, 'type': 1}, {'idp': 31, 'x': 3.916666666666666, 'y': -0.3749999999999998, 'r': 0.3999999999999999, 'type': 1}]
41385,1398855654.4937623,[{'idp': 24, 'x': 1.3304233621634132, 'y': 0.18704265422000876, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.151067852453899, 'y': 2.709605979833878, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.343858091144495, 'y': 3.1121217165786286, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.819476230346568, 'y': 5.139822147369772, 'r': 0.3999999999999999, 'type': 1}, {'idp': 30, 'x': 0.3819618336191821, 'y': -1.1324431139903157, 'r': 0.3999999999999999, 'type': 1}, {'idp': 31, 'x': 3.9147419092667812, 'y': -0.4036854570073434, 'r': 0.3999999999999999, 'type': 1}]
41386,1398855654.5337868,[{'idp': 24, 'x': 1.3451103753840266, 'y': 0.18565544612276108, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.160678000662391, 'y': 2.671690817292718, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.361943348488088, 'y': 3.0818864138430713, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.843337876073114, 'y': 5.125127894820835, 'r': 0.3999999999999999, 'type': 1}, {'idp': 30, 'x': 0.38578112526343356, 'y': -1.1350832004240363, 'r': 0.3999999999999999, 'type': 1}, {'idp': 31, 'x': 3.9241928510427737, 'y': -0.42179894813815344, 'r': 0.3999999999999999, 'type': 1}]
41387,1398855654.5338163,[{'idp': 24, 'x': 1.3599568648238147, 'y': 0.19148601586890912, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.149977975584131, 'y': 2.6235759827748395, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.374085959493216, 'y': 3.0477477523528984, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.860304090782296, 'y': 5.10118537088889, 'r': 0.3999999999999999, 'type': 1}, {'idp': 30, 'x': 0.3871034257797623, 'y': -1.1390997961114613, 'r': 0.3999999999999999, 'type': 1}, {'idp': 31, 'x': 3.931278647605896, 'y': -0.4227544629598845, 'r': 0.3999999999999999, 'type': 1}]
41388,1398855654.5737083,[{'idp': 24, 'x': 1.378013597958101, 'y': 0.1902638725335115, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.145799945712293, 'y': 2.5788583953695943, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.3871651960400975, 'y': 3.0142264878037306, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.8851362559690816, 'y': 5.087751201772244, 'r': 0.3999999999999999, 'type': 1}, {'idp': 30, 'x': 0.38760771775238956, 'y': -1.140803076249074, 'r': 0.3999999999999999, 'type': 1}, {'idp': 31, 'x': 3.9437712710086625, 'y': -0.441323850313895, 'r': 0.3999999999999999, 'type': 1}]
41389,1398855654.5819714,[{'idp': 24, 'x': 1.3964787277389301, 'y': 0.19483807066885683, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.147131597964398, 'y': 2.5372569996644856, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.417767344569503, 'y': 2.9785045994496473, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.9183474940218455, 'y': 5.062612875150081, 'r': 0.3999999999999999, 'type': 1}, {'idp': 30, 'x': 0.3884126983159297, 'y': -1.1432075727763025, 'r': 0.3999999999999999, 'type': 1}, {'idp': 31, 'x': 3.9484512897754565, 'y': -0.4593847565465592, 'r': 0.3999999999999999, 'type': 1}]
41390,1398855654.6217716,[{'idp': 24, 'x': 1.417613481209954, 'y': 0.19446910162465691, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.136595173242151, 'y': 2.490940350269848, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.425018739158848, 'y': 2.941444873417407, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.9389860328055737, 'y': 5.0204638113873195, 'r': 0.3999999999999999, 'type': 1}, {'idp': 30, 'x': 0.38767415567186214, 'y': -1.1497385483794986, 'r': 0.3999999999999999, 'type': 1}, {'idp': 31, 'x': 3.9608545476430757, 'y': -0.47829050379993965, 'r': 0.3999999999999999, 'type': 1}]
41391,1398855654.661731,[{'idp': 24, 'x': 1.432230200506217, 'y': 0.19537136023734414, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.10783823084391, 'y': 2.436197469975254, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.433141705039363, 'y': 2.9052285133405786, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.9636798576046317, 'y': 5.0068383722983185, 'r': 0.3999999999999999, 'type': 1}, {'idp': 30, 'x': 0.38610660213476367, 'y': -1.1528674046272158, 'r': 0.3999999999999999, 'type': 1}, {'idp': 31, 'x': 3.966969865848251, 'y': -0.4876620034360968, 'r': 0.3999999999999999, 'type': 1}]
41392,1398855654.661754,[{'idp': 24, 'x': 1.4394999167799871, 'y': 0.19135905114368912, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.095156838100861, 'y': 2.3760168873575194, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.45586389575932, 'y': 2.8647124995146256, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.9982689602573496, 'y': 4.983378390873647, 'r': 0.3999999999999999, 'type': 1}, {'idp': 30, 'x': 0.38398925684140606, 'y': -1.1629053907853315, 'r': 0.3999999999999999, 'type': 1}, {'idp': 31, 'x': 3.974924228837766, 'y': -0.5064408286904731, 'r': 0.3999999999999999, 'type': 1}]
41393,1398855654.701754,[{'idp': 24, 'x': 1.455013938569505, 'y': 0.19348173246229505, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.125177503764848, 'y': 2.349601747861001, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.466444564565142, 'y': 2.830365435988298, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 4.021975774905928, 'y': 4.968816335320563, 'r': 0.3999999999999999, 'type': 1}, {'idp': 30, 'x': 0.3860242396320923, 'y': -1.1679958790979672, 'r': 0.3999999999999999, 'type': 1}, {'idp': 31, 'x': 3.981529924406033, 'y': -0.5250433428249845, 'r': 0.3999999999999999, 'type': 1}]
41394,1398855654.70753,[{'idp': 24, 'x': 1.4668785744144186, 'y': 0.1954133680459602, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.156872543201903, 'y': 2.32361492237513, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.470274380276377, 'y': 2.805546727136141, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 4.048677328254248, 'y': 4.934803925030728, 'r': 0.3999999999999999, 'type': 1}, {'idp': 30, 'x': 0.3937073965378701, 'y': -1.1733118796167152, 'r': 0.3999999999999999, 'type': 1}, {'idp': 31, 'x': 3.994452070687513, 'y': -0.5356700534056347, 'r': 0.3999999999999999, 'type': 1}]
41395,1398855654.7457397,[{'idp': 24, 'x': 1.4790702074172657, 'y': 0.1967917101329819, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.158522439231843, 'y': 2.297649418077188, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.473040419948484, 'y': 2.7801968342813654, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 4.072537421611482, 'y': 4.919999907990487, 'r': 0.3999999999999999, 'type': 1}, {'idp': 30, 'x': 0.40145249040860254, 'y': -1.177856604078239, 'r': 0.3999999999999999, 'type': 1}, {'idp': 31, 'x': 4.011601415927471, 'y': -0.556046391812316, 'r': 0.3999999999999999, 'type': 1}]
41396,1398855654.7857325,[{'idp': 24, 'x': 1.4964665114785736, 'y': 0.1950805939505429, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.188969644612045, 'y': 2.270945893530132, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.4945872689933, 'y': 2.7531204619532113, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 4.110276874271719, 'y': 4.90014293282516, 'r': 0.3999999999999999, 'type': 1}, {'idp': 30, 'x': 0.4098383051058052, 'y': -1.1849341989312112, 'r': 0.3999999999999999, 'type': 1}, {'idp': 31, 'x': 4.01943087311709, 'y': -0.5660500370182653, 'r': 0.3999999999999999, 'type': 1}]
41397,1398855654.7857625,[{'idp': 24, 'x': 1.509792301562487, 'y': 0.19304318117678188, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.189973186710941, 'y': 2.244580980767814, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.524479262468892, 'y': 2.7305131762339374, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 4.129916245026641, 'y': 4.879974895037487, 'r': 0.3999999999999999, 'type': 1}, {'idp': 30, 'x': 0.4162329512742713, 'y': -1.1861624007550564, 'r': 0.3999999999999999, 'type': 1}, {'idp': 31, 'x': 4.025181288078743, 'y': -0.5849251097608443, 'r': 0.3999999999999999, 'type': 1}]
41398,1398855654.8257475,[{'idp': 24, 'x': 1.5308646717977292, 'y': 0.19630209958570344, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.214348129609386, 'y': 2.214719471049853, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.54078368385912, 'y': 2.713559929924705, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 4.148975242015409, 'y': 4.880968948254399, 'r': 0.3999999999999999, 'type': 1}, {'idp': 30, 'x': 0.418793325296809, 'y': -1.1855944969041066, 'r': 0.3999999999999999, 'type': 1}, {'idp': 31, 'x': 4.032774862816952, 'y': -0.6041021871604579, 'r': 0.3999999999999999, 'type': 1}]
41399,1398855654.8336089,[{'idp': 24, 'x': 1.5377478197756522, 'y': 0.18920245752631626, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.2356083175043295, 'y': 2.183428170459707, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.553049153604764, 'y': 2.694075765328705, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 4.174894821707036, 'y': 4.868326064393238, 'r': 0.3999999999999999, 'type': 1}, {'idp': 30, 'x': 0.42216536642025515, 'y': -1.1873993208139277, 'r': 0.3999999999999999, 'type': 1}, {'idp': 31, 'x': 4.025934010175747, 'y': -0.6124398929471275, 'r': 0.3999999999999999, 'type': 1}]
41400,1398855654.8698108,[{'idp': 24, 'x': 1.5564797523742868, 'y': 0.18845829030833539, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.245607991220725, 'y': 2.1608751176324126, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.588162583521658, 'y': 2.6605476474775047, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 4.199116722959877, 'y': 4.832136862069447, 'r': 0.3999999999999999, 'type': 1}, {'idp': 30, 'x': 0.42617382499912093, 'y': -1.1824951298141961, 'r': 0.3999999999999999, 'type': 1}, {'idp': 31, 'x': 4.033170310506176, 'y': -0.6317516684362445, 'r': 0.3999999999999999, 'type': 1}]
